"uuid","Objectnummer","Geïmporteerd vanuit VH (Project 1)","Export naar VH (Project 2)","Geëxporteerd naar VH (Project 2)","Serienaam VH (Project 2)","Naar krant-en-fotos.nl","thumbnail","t2_serie_name","t3_description","t3_entry_number","t3_log_page_id","t3_vh_entry_number","t3_catalog_card","t4_keyword","t4_correct"
"cc7bcf2f-f41e-c380-a361-6a6badb44105","NL-HlmNHA_1478_22451K00_24","1","1","1","random_19","","","Kleinbeeld 1982","Turkse winkel, Breestraat, Beverwijk","{98764}","","","{Buitenlanders}","{57c77c9c-655f-ac10-9b42-d2640f84ed62,87757ebc-289d-32e3-6749-cfc41f17ca64,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,9e9bc5f1-d892-9c81-a462-f268b6f8816d,1da309e9-56e8-882f-b48d-b88bd69e3fab}","{NULL,NULL,NULL,NULL,NULL}"
"cc84448d-d5bf-b869-0a2e-034b6b95589a","NL-HlmNHA_1478_01125K00_22","1","1","1","random_17","","","Kleinbeeld 1961","Vlaggetjesdag bij avond","{22106}","","","{""Visserij e.a., vishandelaren, vissen""}","{ae1ee599-e9cc-f5cd-fd36-1928117575cb,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,f6876290-a31d-be25-9f48-714bd581b8cb,faa411ec-382f-26ad-ec27-5f8767bfb692,0988d5f4-bb6f-b657-7e61-630e9eeb5d04}","{NULL,NULL,NULL,NULL,NULL}"
"cc85bd5c-90d2-98b4-9a85-4965f2e4e2f4","NL-HlmNHA_1478_14302K00_18","1","1","1","random_17","1","","Kleinbeeld 1976","Binnenkomst (coaster Roerdomp) IJm. met averij","{64789}","","","{Schepen}","{f6876290-a31d-be25-9f48-714bd581b8cb,50359b71-5e1d-c81b-e550-e819280d3bcc,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,ae1ee599-e9cc-f5cd-fd36-1928117575cb,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a}","{NULL,NULL,NULL,NULL,NULL}"
"cc85d508-4a30-5188-2404-4fecaa73c2a7","NL-HlmNHA_1478_16112K01_19","1","1","1","random_9","1","","Kleinbeeld 1977","VSV - Vitesse","{73738}","","","{""Voetbal V.S.V., Velsen, Stormvogels""}","{c4db0acb-a485-a644-581f-ef8e352c3236,7ef0d313-4b9e-6c15-fb3c-95790a3d65b4,e341a269-94d7-9fcf-2d5a-6d03f4b66392,efe13355-3612-9157-fe75-85d00b97e208,a2c04c1b-b694-0bd1-00c3-9cf454601322}","{NULL,NULL,NULL,NULL,NULL}"
"cc86f45d-e8f8-9825-290a-941a9de4bc5a","NL-HlmNHA_1478_25317K01_30","1","1","1","random_16","","","Kleinbeeld 1985","1e training FC Haarlem","{114514}","","","{""Voetbal Haarlem""}","{c3cd755d-34c8-d31c-072d-02b34142daba,a2c04c1b-b694-0bd1-00c3-9cf454601322,c4db0acb-a485-a644-581f-ef8e352c3236,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,6534e494-1fcd-1784-ba9f-2fd66f3b0e32}","{NULL,NULL,NULL,NULL,NULL}"
"cc8bdd58-5c87-5106-7f34-d3bdb6ad6319","NL-HlmNHA_1478_14931K02_04","1","1","1","random_14","1","","Kleinbeeld 1976","1e elftal VVB","{68583}","","","{Elftallen}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,e341a269-94d7-9fcf-2d5a-6d03f4b66392,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,c4db0acb-a485-a644-581f-ef8e352c3236}","{NULL,NULL,NULL,NULL,NULL}"
"cc8f9c3b-45a1-c52a-236a-d585ff2b547d","NL-HlmNHA_1478_08622K00_19","1","1","1","random_8","1","","Kleinbeeld 1970","Huldiging Hr. van Buren Union","{46147,46148}","","","{Huldiging,""Union Chocolade Fabriek""}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,1da309e9-56e8-882f-b48d-b88bd69e3fab,706a532f-8468-4566-b226-969428487150,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,25fa0c76-63dd-58be-0265-8fcfa54db6e1}","{NULL,NULL,NULL,NULL,NULL}"
"cc91a99a-09be-f1ff-18db-5f236357c4ed","NL-HlmNHA_1478_07798K00_04","1","1","1","random_16","","","Kleinbeeld 1969","Voorzitter en secretaris Kennemer","{43542}","","","{""Voetbal personen en trainers""}","{f4f08a49-64fe-3e88-1350-1341528c6b94,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,9b975476-aa14-6e4d-1d71-e7db3d82285e,1da309e9-56e8-882f-b48d-b88bd69e3fab,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71}","{NULL,NULL,NULL,NULL,NULL}"
"cc99fbca-ce0f-4f6c-07bb-707e90f4b4ef","NL-HlmNHA_1478_01000K00_06","1","1","1","random_11","","","Kleinbeeld 1963","Dhr. Herben, Dhr. Hetem N.Z.H.","{25188,25187,25186}","","","{""Noord Zuid Hollandse Vervoersmaatschappij N.V., NZ"",Personen,Portretten}","{6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,4bf7374b-084e-6d72-b196-d4e418254682,4e69c87b-3925-1869-c7c2-227208f46c74}","{NULL,NULL,NULL,NULL,NULL}"
"ccbb28ce-6fa2-ba34-bce4-e16e2b4e8bfe","NL-HlmNHA_1478_21826K00_34","1","1","1","random_2","","","Kleinbeeld 1982","Zonnebloemboot in IJmuiden","{96621}","","","{Ziekenzorg}","{d5618bae-755d-e676-951b-5c23f96607e7,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,f6876290-a31d-be25-9f48-714bd581b8cb,50359b71-5e1d-c81b-e550-e819280d3bcc,9a69c879-9fd6-d3b5-dc69-5e144700a61c}","{NULL,NULL,NULL,NULL,NULL}"
"ccbd7333-4775-5b98-1781-aa53f88678ed","NL-HlmNHA_1478_12308K00_34","1","1","1","random_14","1","","Kleinbeeld 1973","Bromfietscontrole IJmuiden","{55584}","","","{Politie}","{04c8f727-f4be-4673-47ef-c6cb161bb0b3,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,5350aa7e-7ce2-2908-de09-edcfc1de2ce8,87757ebc-289d-32e3-6749-cfc41f17ca64,eb2b3fd4-a99b-1309-bf51-8cb79555f3e4}","{NULL,NULL,NULL,NULL,NULL}"
"ccbdaef4-768a-7ad2-db76-6b189fa5f95a","NL-HlmNHA_1478_07899K00_24","1","1","1","random_1","1","","Kleinbeeld 1970","Bord ""slapen"" bij organisatie""","{43838}","","","{Hoogovenschaaktoernooi}","{6687f90e-798d-5a52-6abd-dfd7d9b4bf2a,cfbf5531-d0fc-a346-8b1c-4121aca9a784,4bf7374b-084e-6d72-b196-d4e418254682,c7d7de0a-1aad-64b8-4208-0d188cacef9d,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8}","{NULL,NULL,NULL,NULL,NULL}"
"ccbf0018-945b-fdfa-3e15-1cb7cee56864","NL-HlmNHA_1478_07307K00_34","1","1","1","random_9","","","Kleinbeeld 1969","Drukte ANWB","{41756}","","","{Drukte}","{8baa6a68-94d5-862f-803f-fda90117a4d5,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,1da309e9-56e8-882f-b48d-b88bd69e3fab,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,9e9bc5f1-d892-9c81-a462-f268b6f8816d}","{NULL,NULL,NULL,NULL,NULL}"
"ccc167c5-b30b-7fdd-c48d-3b7dfe402b68","NL-HlmNHA_1478_11034K00_25","1","1","1","random_7","1","","Kleinbeeld 1972","Rep. bouwen Noord-Holland","{53619}","","","{Reportage}","{bdc7a6c2-432f-cb2c-de8f-275265effcdc,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,c3cd755d-34c8-d31c-072d-02b34142daba,9571146c-71de-7477-b892-3c6f0dba1d7e}","{NULL,NULL,NULL,NULL,NULL}"
"ccc194b2-e765-18cf-316d-c2479f0fa716","NL-HlmNHA_1478_09424K01_29","1","1","1","random_7","1","","Kleinbeeld 1971","Onderscheiding hr. Strijbos","{48458}","","","{Onderscheidingen}","{9a1710fc-278e-c11e-e3d5-5c4587324dd3,9b975476-aa14-6e4d-1d71-e7db3d82285e,716595d3-8302-c8ce-3dd7-cc094a31a170,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,d818ce63-45c9-31a8-3ee5-7b24db86536d}","{NULL,NULL,NULL,NULL,NULL}"
"ccc7ad0d-08fb-df61-27b3-da1dc7efc26b","NL-HlmNHA_1478_16276K01_29","1","1","1","random_3","1","","Kleinbeeld 1977","Afbraak bij v. Hattum en Blankevoort, B'wijk","{74417}","","","{""V. Hattum en Blankevoort""}","{1deda0df-3044-4c88-6734-f142d36e45ec,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,02f9b8eb-0589-ec17-0761-8169a98791f7,9571146c-71de-7477-b892-3c6f0dba1d7e,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"cccf2cd9-938b-09e2-56bb-4093d2fddd7d","NL-HlmNHA_1478_21585K00_10","1","1","1","random_11","","","Kleinbeeld 1982","Schilderij Anton Heyboer.","{95638}","","","{""Schilderijen, schilderen, schilders""}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,e15f3c52-5da4-d870-00e8-a29b1f5045af,cfbf5531-d0fc-a346-8b1c-4121aca9a784,5059b072-8b5c-827a-9424-d69e55eb1a91,086db4c8-b874-7d48-1944-e81f0030d0d6}","{NULL,NULL,NULL,NULL,NULL}"
"cce56375-a82d-92ce-64e8-a3ee27d1b971","NL-HlmNHA_1478_08595K00_05","1","1","1","random_9","1","","Kleinbeeld 1970","Opening Joods bejaardentehuis","{46079}","","","{""Opening, openingen, in gebruik name""}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,020c70ac-8e33-8820-4f8f-e6965b48ee71,9c838793-6993-d946-2f2d-16592a3bd6ac,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"cce653fa-fdcd-990f-f957-f3777713e7f0","NL-HlmNHA_1478_11015K00_01","1","1","1","random_7","1","","Kleinbeeld 1972","Verhuur jacht, IJmuiden","{53566}","","","{Schepen}","{ae1ee599-e9cc-f5cd-fd36-1928117575cb,f6876290-a31d-be25-9f48-714bd581b8cb,9a69c879-9fd6-d3b5-dc69-5e144700a61c,0988d5f4-bb6f-b657-7e61-630e9eeb5d04,50359b71-5e1d-c81b-e550-e819280d3bcc}","{NULL,NULL,NULL,NULL,NULL}"
"cce781cb-8647-b45d-c7ba-74be7e221653","NL-HlmNHA_1478_09513K00_40","1","1","1","random_18","1","","Kleinbeeld 1971","Ballonnen oplaten Zwanenburg","{48721}","","","{""Festival, festiviteiten en manifestaties""}","{1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,4e69c87b-3925-1869-c7c2-227208f46c74,7ef0d313-4b9e-6c15-fb3c-95790a3d65b4,5059b072-8b5c-827a-9424-d69e55eb1a91,ad0117bb-fe7c-0c73-49f0-f6510c047620}","{NULL,NULL,NULL,NULL,NULL}"
"cceb4513-676c-5d66-623a-f672624eafbc","NL-HlmNHA_1478_26422K00_21","1","1","1","random_9","","","Kleinbeeld 1986","Braderie, Lange Nieuwstraat, IJmuiden","{119692}","","","{Braderie}","{c4db0acb-a485-a644-581f-ef8e352c3236,706a532f-8468-4566-b226-969428487150,6687f90e-798d-5a52-6abd-dfd7d9b4bf2a,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6,87757ebc-289d-32e3-6749-cfc41f17ca64}","{NULL,NULL,NULL,NULL,NULL}"
"cced0f8d-908b-137a-241a-175f935bb85f","NL-HlmNHA_1478_26605K00_25","1","1","1","random_6","","","Kleinbeeld 1986","Zoekactie naar 7 jarig meisje bunkers strand IJmuiden","{120575}","","","{Zoekacties}","{ae1ee599-e9cc-f5cd-fd36-1928117575cb,c3cd755d-34c8-d31c-072d-02b34142daba,06511001-cfb1-2434-97ad-88a8bc6badb6,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a}","{NULL,NULL,NULL,NULL,NULL}"
"ccf43559-dae8-1069-3bad-ad09939674e4","NL-HlmNHA_1478_02826K00_19","1","1","1","random_16","","","Kleinbeeld 1964","Heer Schut, Bloemendaal, terreinknecht","{28654}","","","{Personen}","{25fa0c76-63dd-58be-0265-8fcfa54db6e1,834c6f5f-6887-8d4e-9a7b-42385d64cf96,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,227d3a46-6018-7cd5-9d92-598256799b94}","{NULL,NULL,NULL,NULL,NULL}"
"ccf5b406-4c90-0f0a-9129-f3d20cb96698","NL-HlmNHA_1478_03194K00_14","1","1","1","random_4","","","Kleinbeeld 1965","Krans bij 1 april beeld Zandvoort","{30269}","","","{Kranslegging}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,1f83148f-2618-e653-12bf-7395f3496f23,1047c920-6143-666f-7526-529d662fdfbc}","{NULL,NULL,NULL,NULL,NULL}"
"ccf76463-16e3-7250-ebea-17b6e6d3d63f","NL-HlmNHA_1478_16814K01_34","1","1","1","random_16","1","","Kleinbeeld 1978","Demonstratie kernafval, IJm.","{76616}","","","{Demonstatie}","{6687f90e-798d-5a52-6abd-dfd7d9b4bf2a,0b183ba6-f519-f1b0-0ddc-567830ca44d9,020c70ac-8e33-8820-4f8f-e6965b48ee71,cfbf5531-d0fc-a346-8b1c-4121aca9a784,c4db0acb-a485-a644-581f-ef8e352c3236}","{NULL,NULL,NULL,NULL,NULL}"
"ccf7e576-5ee1-4963-ad03-6be4aae5630d","NL-HlmNHA_1478_28605K00_32","1","1","1","random_2","","","Kleinbeeld 1988","Quaker Oats smaaktest voor honden","{130549,130548}","","","{""Fabrieken, fabricage, ateliers"",Honden}","{2efffa62-03ef-8c07-a898-9a996f30f08f,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,4e69c87b-3925-1869-c7c2-227208f46c74,2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8}","{NULL,NULL,NULL,NULL,NULL}"
"ccf87e69-5f68-7a1e-e7e5-f7d097e7c919","NL-HlmNHA_1478_03296K00_03","1","1","1","random_17","","","Kleinbeeld 1965","Zadelmaker, Santpoort","{30894}","","","{Personen}","{42b2daf6-eaad-a3eb-ab9e-d31c080765c3,57c77c9c-655f-ac10-9b42-d2640f84ed62,4e69c87b-3925-1869-c7c2-227208f46c74,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,2fa16a49-b6ce-5bc4-1a2e-cb05b4242c95}","{NULL,NULL,NULL,NULL,NULL}"
"ccf9683c-383d-57ff-a86f-69f0e6e429a6","NL-HlmNHA_1478_19929K00_27","1","1","1","random_6","","","Kleinbeeld 1980","Herdenkingspenning Haarlemmermeer","{88162,88163}","","","{Haarlemmermeer,Herdenkingen}","{1f83148f-2618-e653-12bf-7395f3496f23,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,cfbf5531-d0fc-a346-8b1c-4121aca9a784,5059b072-8b5c-827a-9424-d69e55eb1a91,d454f996-fd20-a1c2-16a8-3a0d7acd47b7}","{NULL,NULL,NULL,NULL,NULL}"
"ccfb0d3b-4e34-ac07-d3e1-6ca22d0d4261","NL-HlmNHA_1478_05867K00_08","1","1","1","random_9","","","Kleinbeeld 1968","Vergadering taxi-chauffeurs","{35997}","","","{Vergaderingen}","{8baa6a68-94d5-862f-803f-fda90117a4d5,9a1710fc-278e-c11e-e3d5-5c4587324dd3,1da309e9-56e8-882f-b48d-b88bd69e3fab,716595d3-8302-c8ce-3dd7-cc094a31a170,4bf7374b-084e-6d72-b196-d4e418254682}","{NULL,NULL,NULL,NULL,NULL}"
"cd00b5c6-6991-db49-f1ba-33db88137d46","NL-HlmNHA_1478_17309K00_02","1","1","1","random_18","1","","Kleinbeeld 1978","Presentatie oude encyclopedie Spectrum, Boekenmuseum Den Haag","{78457}","","","{Spectrum}","{a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,e15f3c52-5da4-d870-00e8-a29b1f5045af,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,9c9fdd99-5832-a001-3ac0-6938d00e4c74}","{NULL,NULL,NULL,NULL,NULL}"
"cd0ecd0b-1baa-1957-df36-49aa4732602c","NL-HlmNHA_1478_10774K00_19","1","1","1","random_12","1","","Kleinbeeld 1972","Damesploeg DWR","{52672}","","","{Club}","{9219934b-ea10-0d9d-58c5-793ed8068935,b947e023-e209-e38d-f64f-12e82a83a036,7dbc6a7e-4258-2434-bc3d-567164764912,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,0199e8d2-824a-b19a-be6a-5ee3beb624b5}","{NULL,NULL,NULL,NULL,NULL}"
"cd136f5e-9a4d-4745-5025-429180f5277b","NL-HlmNHA_1478_02940K00_03","1","1","1","random_15","","","Kleinbeeld 1964","Huwelijk v.d. Stad - Luumers freule Barnaart Vogelenzang","{29319}","","","{Huwelijk}","{89d20b42-21b2-b79f-b494-53e0de5d176d,19d24d3d-edf3-dceb-0182-0b1836a0ea4f,0199e8d2-824a-b19a-be6a-5ee3beb624b5,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,02f9b8eb-0589-ec17-0761-8169a98791f7}","{NULL,NULL,NULL,NULL,NULL}"
"cd1705dc-76a0-f1e0-49e2-0a530d012ce3","NL-HlmNHA_1478_15624K00_12","1","1","1","random_15","1","","Kleinbeeld 1977","Vuurtoren, IJmuiden","{71773}","","","{Vuurtoren}","{f98728e0-b7a0-5cd8-328e-b529fb4b1989,5059b072-8b5c-827a-9424-d69e55eb1a91,57c77c9c-655f-ac10-9b42-d2640f84ed62,04c8f727-f4be-4673-47ef-c6cb161bb0b3,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"cd18b137-e166-bed6-932e-c1670f11f158","NL-HlmNHA_1478_14832K00_12","1","1","1","random_16","1","","Kleinbeeld 1976","Hond v.d. week","{67996}","","","{Honden}","{989f2e1f-d01f-c447-eac9-c9cf7b68d5a7,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,06511001-cfb1-2434-97ad-88a8bc6badb6,7cc6deb8-3e98-1f09-0dce-e67f36e1f3c4,086db4c8-b874-7d48-1944-e81f0030d0d6}","{NULL,NULL,NULL,NULL,NULL}"
"cd199c25-f57c-b975-b238-ca49bc7d2dec","NL-HlmNHA_1478_29779K01_05","1","1","1","random_13","","","Kleinbeeld 1988","Oud-voetballers","{136523}","","","{""Voetbal Haarlem""}","{c4db0acb-a485-a644-581f-ef8e352c3236,9c9fdd99-5832-a001-3ac0-6938d00e4c74,25fa0c76-63dd-58be-0265-8fcfa54db6e1,9b975476-aa14-6e4d-1d71-e7db3d82285e,a74a8834-b7f6-c2b6-b27f-2be60d6e4fb6}","{NULL,NULL,NULL,NULL,NULL}"
"cd1eac63-bbc2-1d4e-b3b8-2a4b88079354","NL-HlmNHA_1478_21607K00_31","1","1","1","random_8","","","Kleinbeeld 1982","Ext. Spierings Staalbouw, Beverwijk","{95749,95748}","","","{Exterieur,""Fabrieken, fabricage, ateliers""}","{9571146c-71de-7477-b892-3c6f0dba1d7e,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,1f83148f-2618-e653-12bf-7395f3496f23,bdc7a6c2-432f-cb2c-de8f-275265effcdc}","{NULL,NULL,NULL,NULL,NULL}"
"cd1ef3b4-c128-b421-da9b-56fb32fd7718","NL-HlmNHA_1478_11938K00_08","1","1","1","random_2","1","","Kleinbeeld 1973","Ext. pomp Mobiel Oil","{54530}","","","{Exterieur}","{57c77c9c-655f-ac10-9b42-d2640f84ed62,cada4aaf-64c9-ac97-e443-be2eccb7f895,020c70ac-8e33-8820-4f8f-e6965b48ee71,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d}","{NULL,NULL,NULL,NULL,NULL}"
"cd217a53-82ae-5caa-c437-17d4bb6be04f","NL-HlmNHA_1478_09233K00_19","1","1","1","random_18","1","","Kleinbeeld 1971","Pastoor Frelix Driehuis","{47780}","","","{Geestelijken}","{227d3a46-6018-7cd5-9d92-598256799b94,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6,70220364-262f-1396-f727-e8c114ed37ad,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,5059b072-8b5c-827a-9424-d69e55eb1a91}","{NULL,NULL,NULL,NULL,NULL}"
"cd363662-ce59-5abd-944c-38405d8e3c58","NL-HlmNHA_1478_06772K00_12","1","1","1","random_20","","","Kleinbeeld 1969","Onderscheiding hr. Buik","{39694}","","","{Onderscheidingen}","{d818ce63-45c9-31a8-3ee5-7b24db86536d,25fa0c76-63dd-58be-0265-8fcfa54db6e1,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,716595d3-8302-c8ce-3dd7-cc094a31a170,50359b71-5e1d-c81b-e550-e819280d3bcc}","{NULL,NULL,NULL,NULL,NULL}"
"cd3d332d-6114-1f8b-b4b3-7d956e0ad6d7","NL-HlmNHA_1478_16194K01_25","1","1","1","random_9","1","","Kleinbeeld 1977","Woningen Molenwijk, Hondsbos","{74033}","","","{""Huizen en huizenbouw""}","{9571146c-71de-7477-b892-3c6f0dba1d7e,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,6687f90e-798d-5a52-6abd-dfd7d9b4bf2a,d454f996-fd20-a1c2-16a8-3a0d7acd47b7,c3cd755d-34c8-d31c-072d-02b34142daba}","{NULL,NULL,NULL,NULL,NULL}"
"cd3d54bc-1b2b-9a2b-6ee6-e61f6aa8deff","NL-HlmNHA_1478_26846K00_37","1","1","1","random_20","","","Kleinbeeld 1986","Film opname VPRO Kop haven kinderprogramma","{121800}","","","{""Filmen, filmopnamen""}","{faa411ec-382f-26ad-ec27-5f8767bfb692,f6876290-a31d-be25-9f48-714bd581b8cb,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,50359b71-5e1d-c81b-e550-e819280d3bcc,19dd0c73-e0c7-50d8-4a0b-32b470ecf44a}","{NULL,NULL,NULL,NULL,NULL}"
"cd3db7a4-6252-0119-c5d7-ab4ac6aeb6ff","NL-HlmNHA_1478_14818K01_19","1","1","1","random_1","1","","Kleinbeeld 1976","Trainer S. Kistemaker Ado '20","{67933}","","","{""Voetbal personen en trainers""}","{227d3a46-6018-7cd5-9d92-598256799b94,94fefc39-1f7c-45af-2b52-c4daf0ff5f02,716595d3-8302-c8ce-3dd7-cc094a31a170,50359b71-5e1d-c81b-e550-e819280d3bcc,c4db0acb-a485-a644-581f-ef8e352c3236}","{NULL,NULL,NULL,NULL,NULL}"
"cd469651-c905-98d5-1650-88cc0e86a472","NL-HlmNHA_1478_21391K00_31","1","1","1","random_3","","","Kleinbeeld 1981","Particulier neemt gasmeter op","{94616}","","","{Gas}","{12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,4e69c87b-3925-1869-c7c2-227208f46c74,57c77c9c-655f-ac10-9b42-d2640f84ed62,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"cd4a0981-3323-4d71-4be1-2c27a0ca584d","NL-HlmNHA_1478_29899K00_21","1","1","1","random_2","","","Kleinbeeld 1988","Interieur infocentrum BIS Zwanenburg","{137190,137191}","","","{Informatie,Interieur}","{6ff8044e-49e7-1f15-2a95-fe6aa68b73e8,12ab16d1-2d0d-1e11-7cae-22a29ab9ce71,4e69c87b-3925-1869-c7c2-227208f46c74,1d6c19c6-343a-1bf7-c7d4-7ac4bcbe511d,5da7ddba-7fbc-cf76-a750-d57bc8afc0d0}","{NULL,NULL,NULL,NULL,NULL}"
"cd4b6a75-646e-a8b4-4a1f-66a696af929c","NL-HlmNHA_1478_17737K00_35","1","1","1","random_15","1","","Kleinbeeld 1979","6 kinderen Pieter Vermeulenschool","{79938}","","","{Scholieren}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,9a1710fc-278e-c11e-e3d5-5c4587324dd3,8baa6a68-94d5-862f-803f-fda90117a4d5,25fa0c76-63dd-58be-0265-8fcfa54db6e1,6ff8044e-49e7-1f15-2a95-fe6aa68b73e8}","{NULL,NULL,NULL,NULL,NULL}"
"cd511d37-a777-0999-f5b6-84614cbea56b","NL-HlmNHA_1478_24968K00_39","1","1","1","random_8","","","Kleinbeeld 1985","Modeshow Brinkmannpassage","{112518}","","","{Mode}","{9b975476-aa14-6e4d-1d71-e7db3d82285e,716595d3-8302-c8ce-3dd7-cc094a31a170,b489c7cd-763e-aee3-dc8b-1d569d3370cb,43642043-b5da-888a-ccc7-f6715167a42a,169266ec-658f-c05e-7560-27327865a82f}","{NULL,NULL,NULL,NULL,NULL}"
"cd5fa8a2-36bf-bd42-60d7-33c00118fd8c","NL-HlmNHA_1478_05736K00_32","1","1","1","random_19","","","Kleinbeeld 1967","Hijsinstallatie op auto","{35496}","","","{""Ongelukken, botsingen, ongevallen""}","{50359b71-5e1d-c81b-e550-e819280d3bcc,0bfe4e84-90fa-72c7-ce6f-2d841f6a84a6,42b2daf6-eaad-a3eb-ab9e-d31c080765c3,f6876290-a31d-be25-9f48-714bd581b8cb,7dbc6a7e-4258-2434-bc3d-567164764912}","{NULL,NULL,NULL,NULL,NULL}"
"cd68dcce-6340-d146-3205-0189c119b09a","NL-HlmNHA_1478_06017K00_10","1","1","1","random_7","","","Kleinbeeld 1968","Banket K.N.G.V.","{36551}","","","{Turnen}","{f4f08a49-64fe-3e88-1350-1341528c6b94,4bf7374b-084e-6d72-b196-d4e418254682,8baa6a68-94d5-862f-803f-fda90117a4d5,706a532f-8468-4566-b226-969428487150,89d20b42-21b2-b79f-b494-53e0de5d176d}","{NULL,NULL,NULL,NULL,NULL}"
"cd6c5efc-13bb-483b-6cf7-dd9bef40d0f6","NL-HlmNHA_1478_14238K00_28","1","1","1","random_1","1","","Kleinbeeld 1975","EDO-trainer Doby Peters","{64509}","","","{""Voetbal EDO""}","{5da7ddba-7fbc-cf76-a750-d57bc8afc0d0,227d3a46-6018-7cd5-9d92-598256799b94,9b975476-aa14-6e4d-1d71-e7db3d82285e,0bfe4e84-90fa-72c7-ce6f-2d841f6a84a6,a2c47bdc-ae1f-8dd4-8e2d-3df8a28a03c6}","{NULL,NULL,NULL,NULL,NULL}"
"cd6ec6c4-0a57-be8f-a94f-c90a906967f7","NL-HlmNHA_1478_03051K00_10","1","1","1","random_7","","","Kleinbeeld 1965","VSV - Wijk aan Zee","{29609}","","","{Voetbal}","{19dd0c73-e0c7-50d8-4a0b-32b470ecf44a,c4db0acb-a485-a644-581f-ef8e352c3236,e341a269-94d7-9fcf-2d5a-6d03f4b66392,a2c04c1b-b694-0bd1-00c3-9cf454601322,c5d5be73-6728-d8d2-2487-788fca9a3138}","{NULL,NULL,NULL,NULL,NULL}"
