uuid,register_number,log_number,card_number,subcollectie,serie_name,preference,description,entry_number,catalog_card,catalog_card_scan,location,person,date,code,log_page_id,object_number,file_uuid,file_name,dam_path
8416440f-f6cd-a642-55b4-46c0bd1c598b,NL-HlmNHA_1478_24950K01,NL-HlmNHA_1478_24950K,01,K,"Kleinbeeld 1985",1985,"Telstar - DS",112401,"Voetbal Telstar",NHA012000021_V_0843,,,10-03-1985,NL-HlmNHA_1478_24950K,,NL-HlmNHA_1478_24950K01_36,18d85fb7-68d2-292a-302e-49abb1cf8eb9,NL-HlmNHA_1478_24950K01_36,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24950K01/"
4c2e1eda-df4b-1e6b-a427-93c2b3a32ad5,NL-HlmNHA_1478_05629K00,NL-HlmNHA_1478_05629K,00,K,"Kleinbeeld 1967",1967,"Ext. sporthal, Lisse",35089,Exterieur,NHA012000005_E_0283,,,31-10-1967,NL-HlmNHA_1478_05629K,,NL-HlmNHA_1478_05629K00_13,b4ab4c68-c9a0-e762-e82a-a55c0fe5dd44,NL-HlmNHA_1478_05629K00_13,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_05629K00/"
4db8d4d0-cfb2-e019-cb39-f5d7bd444fc9,NL-HlmNHA_1478_18752K00,NL-HlmNHA_1478_18752K,00,K,"Kleinbeeld 1979",1979,"Heropening bejaardentehuis Bloemswaard",83599,"Opening, openingen, in gebruik name",NHA012000015_O_0176,,,10-12-1979,NL-HlmNHA_1478_18752K,,NL-HlmNHA_1478_18752K00_20,5bc89a94-f1df-8309-a192-af2f40ec829d,NL-HlmNHA_1478_18752K00_20,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_18752K00/"
7026c723-51fe-ecf2-dc98-22aa46e838bc,NL-HlmNHA_1478_25236K00,NL-HlmNHA_1478_25236K,00,K,"Kleinbeeld 1985",1985,"De heer Ter Meer hoogovens Tak",114076,Hoogovens,NHA012000008_H_0435,,,12-06-1985,NL-HlmNHA_1478_25236K,,NL-HlmNHA_1478_25236K00_25,d0bd9dd0-3efd-b923-360f-92d0a4b15978,NL-HlmNHA_1478_25236K00_25,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25236K00/"
d209f0db-2e54-16c3-ad65-5cb3344ef2a7,NL-HlmNHA_1478_25236K00,NL-HlmNHA_1478_25236K,00,K,"Kleinbeeld 1985",1985,"Overzicht Grote Markt festival",114083|114084|114088,"Festival, festiviteiten en manifestaties|Opening, openingen, in gebruik name|Festival, festiviteiten en manifestaties",NHA012000006_F_0056|NHA012000015_O_0159|NHA012000006_F_0056,"Haarlem, Grote Markt",,12-06-1985,NL-HlmNHA_1478_25236K,,NL-HlmNHA_1478_25236K00_02,6ecb2a30-7912-3099-5e00-609c0bc732c8,NL-HlmNHA_1478_25236K00_02,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25236K00/"
7daf817c-094b-b2d6-55e1-83ed3f131fb0,NL-HlmNHA_1478_25236K00,NL-HlmNHA_1478_25236K,00,K,"Kleinbeeld 1985",1985,"50 fietsende militairen Ripperda Kazerne",114070|114071,"Fietsen, fietspaden, fietsers|Militairen",NHA012000006_F_0078|NHA012000013_M_0134,,,12-06-1985,NL-HlmNHA_1478_25236K,,NL-HlmNHA_1478_25236K00_34,7e6a8641-fe65-82d1-0c7b-cc099d9d458b,NL-HlmNHA_1478_25236K00_34,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25236K00/"
c4971835-14f3-1caa-503d-4207384f1c62,NL-HlmNHA_1478_08440K00,NL-HlmNHA_1478_08440K,00,K,"Kleinbeeld 1970",1970,"Opening Jachthaven",45574,"Opening, openingen, in gebruik name",NHA012000015_O_0213,,,10-07-1970,NL-HlmNHA_1478_08440K,,NL-HlmNHA_1478_08440K00_18,1ae3037d-35fb-09d9-a700-a5807b58ed8a,NL-HlmNHA_1478_08440K00_18,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_08440K00/"
428bf3ed-2389-cf85-a753-685786708e54,NL-HlmNHA_1478_13363K00,NL-HlmNHA_1478_13363K,00,K,"Kleinbeeld 1974",1974,"Haarlem - FC Utrecht",59325,"Voetbal Haarlem",NHA012000021_V_0729,,,20-10-1974,NL-HlmNHA_1478_13363K,,NL-HlmNHA_1478_13363K00_11,c9519f0f-811a-4e0e-4b24-c786e6f10cdf,NL-HlmNHA_1478_13363K00_11,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13363K00/"
3e345eeb-869f-7717-178c-86d02ae21031,NL-HlmNHA_1478_22259K01,NL-HlmNHA_1478_22259K,01,K,"Kleinbeeld 1982",1982,"Kortebaandraverijen, Heemskerk",98106,"Korte baan draverij",NHA012000011_K_0357,Heemskerk,,02-09-1982,NL-HlmNHA_1478_22259K,,NL-HlmNHA_1478_22259K01_34,3f605007-42c3-33cb-8d51-1e2ff8c3286e,NL-HlmNHA_1478_22259K01_34,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22259K01/"
0f90da7b-37f2-3d2e-a3b9-819bf31626da,NL-HlmNHA_1478_26367K00,NL-HlmNHA_1478_26367K,00,K,"Kleinbeeld 1986",1986,"Exterieur Alkmaarseweg 42",119455,Exterieur,NHA012000005_E_0188,"Beverwijk, Alkmaarseweg",,30-05-1986,NL-HlmNHA_1478_26367K,,NL-HlmNHA_1478_26367K00_25,ec7db088-5671-7b28-e4c8-c70ee15e2318,NL-HlmNHA_1478_26367K00_25,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26367K00/"
5d4b1cf8-b117-ccc5-f145-986d5c2850ef,NL-HlmNHA_1478_26367K00,NL-HlmNHA_1478_26367K,00,K,"Kleinbeeld 1986",1986,"Hoogste punt Velserbroek",119456,"Hoogste punt",NHA012000008_H_0488,Velserbroek,,30-05-1986,NL-HlmNHA_1478_26367K,,NL-HlmNHA_1478_26367K00_35,9d01ef61-7de6-afab-6003-cb202b3697b3,NL-HlmNHA_1478_26367K00_35,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26367K00/"
b2078d07-2a62-3f5a-1a39-ef4937d429da,NL-HlmNHA_1478_06701K00,NL-HlmNHA_1478_06701K,00,K,"Kleinbeeld 1968",1968,"Installatie oud minister Boogaerts",39392,Installatie,NHA012000009_I_0021,,,10-12-1968,NL-HlmNHA_1478_06701K,,NL-HlmNHA_1478_06701K00_22,d085556b-627a-f12f-ca00-72e045c4cc83,NL-HlmNHA_1478_06701K00_22,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06701K00/"
1d9b734a-e431-4ab7-ec6f-63355c1cc517,NL-HlmNHA_1478_20395K02,NL-HlmNHA_1478_20395K,02,K,"Kleinbeeld 1981",1981,"OG - DIOS",90061,"Voetbal VV Schoten, Onze Gezellen, Renova",NHA012000021_V_0825,,,15-02-1981,NL-HlmNHA_1478_20395K,,NL-HlmNHA_1478_20395K02_01,fa9defc6-25dd-819a-1183-02a1f1460463,NL-HlmNHA_1478_20395K02_01,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20395K02/"
66dd8740-ab24-6a45-f577-c9b49c5fc270,NL-HlmNHA_1478_12429K00,NL-HlmNHA_1478_12429K,00,K,"Kleinbeeld 1973",1973,"Haarlem - AZ'67",55922,"Voetbal Haarlem",NHA012000021_V_0731,,,11-11-1973,NL-HlmNHA_1478_12429K,,NL-HlmNHA_1478_12429K00_03,5da3daae-4f98-f67b-159b-e8990f799d9d,NL-HlmNHA_1478_12429K00_03,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_12429K00/"
64eb2707-8c3c-2d14-b5d8-7ae581a2c7c5,NL-HlmNHA_1478_15258K00,NL-HlmNHA_1478_15258K,00,K,"Kleinbeeld 1977",1977,"Panden en scheuren, Schotersingel 117",70050,"Huizen Haarlem",NHA012000008_H_0593,"Haarlem, Schotersingel",,27-01-1977,NL-HlmNHA_1478_15258K,,NL-HlmNHA_1478_15258K00_19,b3ead119-1bea-e5fd-5efc-e19f5be98a54,NL-HlmNHA_1478_15258K00_19,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15258K00/"
3962e6db-a532-4c6d-e5b1-047d5a18fcbf,NL-HlmNHA_1478_29603K00,NL-HlmNHA_1478_29603K,00,K,"Kleinbeeld 1988",1988,"De heer Fred Visser, chef vreemdelingenpolitie Hoofddorp",135562,Politie,NHA012000016_P_0537,Hoofddorp,"Visser, Fred",30-09-1988,NL-HlmNHA_1478_29603K,,NL-HlmNHA_1478_29603K00_32,2e2eabea-1691-9965-1bbe-836fbe35c91d,NL-HlmNHA_1478_29603K00_32,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29603K00/"
dddaf161-6f15-019d-7c05-4a377380bb41,NL-HlmNHA_1478_04087K00,NL-HlmNHA_1478_04087K,00,K,"Kleinbeeld 1967",1967,"Paasmaaltijden in IJmuiden",33117,"Eten en eethuizen",NHA012000005_E_0131,,,22-03-1967,NL-HlmNHA_1478_04087K,,NL-HlmNHA_1478_04087K00_02,4138fed2-dc8e-7373-7031-4bdb97d0b093,NL-HlmNHA_1478_04087K00_02,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_04087K00/"
9d789d79-5817-36cb-b017-b08dbf11f71d,NL-HlmNHA_1478_10993K00,NL-HlmNHA_1478_10993K,00,K,"Kleinbeeld 1972",1972,"Cornelia Wijkers",53479,Portretten,NHA012000016_P_0687,,"Wijkers, Cornelia",11-09-1972,NL-HlmNHA_1478_10993K,,NL-HlmNHA_1478_10993K00_15,a5ed2213-0699-aa6c-6d1e-61bceb0bdab1,NL-HlmNHA_1478_10993K00_15,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10993K00/"
e573b51d-a5e7-4d3d-5c82-62003352df30,NL-HlmNHA_1478_25301K00,NL-HlmNHA_1478_25301K,00,K,"Kleinbeeld 1985",1985,"Repro haven IJmuiden",114428,Havens,NHA012000008_H_0149,IJmuiden,,04-07-1985,NL-HlmNHA_1478_25301K,,NL-HlmNHA_1478_25301K00_31,3dccc2a0-86e4-8f4c-551e-f95c9ac96283,NL-HlmNHA_1478_25301K00_31,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25301K00/"
c371817a-4777-d9d1-1603-8fa30e948935,NL-HlmNHA_1478_16709K00,NL-HlmNHA_1478_16709K,00,K,"Kleinbeeld 1978",1978,"Hr. Sieval met L. systeem",76147,Uitvindingen,NHA012000020_U_0029,,,02-05-1978,NL-HlmNHA_1478_16709K,,NL-HlmNHA_1478_16709K00_40,e6c51e42-d2ae-f214-9293-95674aff9a89,NL-HlmNHA_1478_16709K00_40,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16709K00/"
ebca218b-f430-4229-b9ff-357d25bf0f0d,NL-HlmNHA_1478_25391K01,NL-HlmNHA_1478_25391K,01,K,"Kleinbeeld 1985",1985,"Storm Zandvoort",114902,"Storm en stormschade",NHA012000018_S_0748,Zandvoort,,05-08-1985,NL-HlmNHA_1478_25391K,,NL-HlmNHA_1478_25391K01_35,7c266aca-a94c-a88b-41a5-af659bf2bd24,NL-HlmNHA_1478_25391K01_35,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25391K01/"
3139562a-fa9d-8e7f-fbf9-7b28b6fc2b17,NL-HlmNHA_1478_26495K00,NL-HlmNHA_1478_26495K,00,K,"Kleinbeeld 1986",1986,"Uitreiking orgelconcours",120054,"Orgels en organisten",NHA012000015_O_0301,,,04-07-1986,NL-HlmNHA_1478_26495K,,NL-HlmNHA_1478_26495K00_30,6e5e4a0b-4f28-bd49-96a2-873d2bbde98a,NL-HlmNHA_1478_26495K00_30,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26495K00/"
64c1b36b-f882-0f0b-94c4-9cac619a9088,NL-HlmNHA_1478_25121K00,NL-HlmNHA_1478_25121K,00,K,"Kleinbeeld 1985",1985,"Bezoek Britse oorlogsvliegers in Heemskerk",113473,Oorlogsoverblijfsels,NHA012000015_O_0116,Heemskerk,,04-05-1985,NL-HlmNHA_1478_25121K,,NL-HlmNHA_1478_25121K00_13,71c445d3-7fac-8e78-00b2-d36715a837bf,NL-HlmNHA_1478_25121K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_25121K00/"
0d64d135-c01d-25cf-92fe-2862957bba72,NL-HlmNHA_1478_16220K01,NL-HlmNHA_1478_16220K,01,K,"Kleinbeeld 1977",1977,"Bruidspaar Jongsma Zandvoort",74139,Huwelijk,NHA012000008_H_0659,,,30-11-1977,NL-HlmNHA_1478_16220K,,NL-HlmNHA_1478_16220K01_33,9510de5a-295b-fbe5-1587-1faea4ad76e4,NL-HlmNHA_1478_16220K01_33,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16220K01/"
367fe3a6-1202-0086-179d-5bd9f6a88788,NL-HlmNHA_1478_16220K01,NL-HlmNHA_1478_16220K,01,K,"Kleinbeeld 1977",1977,"Portret Hr. de Lange ijsbaan Haarlem",74152,"IJs, ijsbaan, ijshockey",NHA012000023_Y_0053,"Haarlem, IJsbaanlaan",,30-11-1977,NL-HlmNHA_1478_16220K,,NL-HlmNHA_1478_16220K01_29,ac9784b1-3a35-e4b1-ad94-98ec5388bbf4,NL-HlmNHA_1478_16220K01_29,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16220K01/"
0093deef-3431-a62f-b516-0e7b9de0549f,NL-HlmNHA_1478_20638K01,NL-HlmNHA_1478_20638K,01,K,"Kleinbeeld 1981",1981,"Schilderij : Zijkant van huis",91127,"Schilderijen, schilderen, schilders",NHA012000018_S_0447,,,23-04-1981,NL-HlmNHA_1478_20638K,,NL-HlmNHA_1478_20638K01_04,bb7c2e8c-aba4-5dd9-1d8b-9d20f0ff6162,NL-HlmNHA_1478_20638K01_04,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20638K01/"
3f9e0ede-fa9e-c317-f0a3-9a035fc62b32,NL-HlmNHA_1478_20801K00,NL-HlmNHA_1478_20801K,00,K,"Kleinbeeld 1981",1981,"""Portet Douglas Morten Pitcher Nicols honkbal""",91728,"Honkbal Haarlem Nicols",NHA012000008_H_0392,,"Morten, Douglas",26-05-1981,NL-HlmNHA_1478_20801K,,NL-HlmNHA_1478_20801K00_09,744c4acd-2988-a6e4-9be6-3b164ff1078c,NL-HlmNHA_1478_20801K00_09,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20801K00/"
43957835-7fbf-5c2b-557e-6304ec0a493f,NL-HlmNHA_1478_19717K01,NL-HlmNHA_1478_19717K,01,K,"Kleinbeeld 1980",1980,"Kamperen bij Circuit Zandvoort",87388,"Circuit Zandvoort",NHA012000003_C_0088,Zandvoort,,28-08-1980,NL-HlmNHA_1478_19717K,,NL-HlmNHA_1478_19717K01_25,ee4ded49-afea-873a-7897-94a4f539c05c,NL-HlmNHA_1478_19717K01_25,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19717K01/"
ebcff5be-1bf0-c990-93f7-3e9eb7e8ec51,NL-HlmNHA_1478_26884K01,NL-HlmNHA_1478_26884K,01,K,"Kleinbeeld 1986",1986,"Prijsuitreiking WK surfen",122026,Surfen,NHA012000018_S_0303,Zandvoort,,19-10-1986,NL-HlmNHA_1478_26884K,,NL-HlmNHA_1478_26884K01_38,cc426f34-0c29-69e1-a860-ee426077b22e,NL-HlmNHA_1478_26884K01_38,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26884K01/"
78cf12db-8580-f487-b683-8d22b0c09b71,NL-HlmNHA_1478_15709K00,NL-HlmNHA_1478_15709K,00,K,"Kleinbeeld 1977",1977,"Wandkleed van Andrea Groen",72096,"Wandtapijten Gobelins",NHA012000022_W_0026,,"Groen, Andrea",22-06-1977,NL-HlmNHA_1478_15709K,,NL-HlmNHA_1478_15709K00_30,7437551d-29f0-b022-8556-dd6133595e06,NL-HlmNHA_1478_15709K00_30,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15709K00/"
8b8c518d-227b-1a9c-7bd1-6a595d0709e5,NL-HlmNHA_1478_26110K01,NL-HlmNHA_1478_26110K,01,K,"Kleinbeeld 1986",1986,"NH kerk Bloemendaal",118200,Kerken,NHA012000011_K_0077,Bloemendaal,,18-03-1986,NL-HlmNHA_1478_26110K,,NL-HlmNHA_1478_26110K01_23,3a0ae353-0148-f943-79a6-9a0fe29ad8ee,NL-HlmNHA_1478_26110K01_23,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26110K01/"
5279f3eb-3495-8c61-b0ca-033d35b78e28,NL-HlmNHA_1478_21908K00,NL-HlmNHA_1478_21908K,00,K,"Kleinbeeld 1982",1982,"60 jaar bruidspaar Dame, B'broek",96887,Echtparen,NHA012000005_E_0011,,,17-05-1982,NL-HlmNHA_1478_21908K,,NL-HlmNHA_1478_21908K00_29,1bc0b7fa-3ef0-9dde-766c-134bc096b13d,NL-HlmNHA_1478_21908K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21908K00/"
68b4df42-80db-273a-fd3a-2d675949173e,NL-HlmNHA_1478_21908K00,NL-HlmNHA_1478_21908K,00,K,"Kleinbeeld 1982",1982,"Afscheid Statenleden provinciehuis: onderscheidingen gedeputeerden, toespraak dhr. Born, provinciehuis",96889,"Prov. Staten, Prov. Waterstaat, Provinciehuis",NHA012000016_P_0794,,,17-05-1982,NL-HlmNHA_1478_21908K,,NL-HlmNHA_1478_21908K00_13,e5b40098-4581-01f2-45df-e6dc026a4617,NL-HlmNHA_1478_21908K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21908K00/"
7180c8fe-dab1-ae3a-f518-adae935c1573,NL-HlmNHA_1478_13446K00,NL-HlmNHA_1478_13446K,00,K,"Kleinbeeld 1974",1974,"Intr. bar dancing in de Gr. Houtstraat",59732,Interieur,NHA012000009_I_0046,"Haarlem, Grote Houtstraat",,20-11-1974,NL-HlmNHA_1478_13446K,,NL-HlmNHA_1478_13446K00_21,a60f0b11-3a22-155b-8278-7bb0776c0da9,NL-HlmNHA_1478_13446K00_21,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13446K00/"
8b3b15d1-6d66-4ebf-3dbd-16753056e78b,NL-HlmNHA_1478_13446K00,NL-HlmNHA_1478_13446K,00,K,"Kleinbeeld 1974",1974,"Nieuwe en oude brievenbussen, Lange Nieuwstraat, IJmuiden",59734,"PTT, posterijen, stadspost",NHA012000016_P_0857,"IJmuiden, Lange Nieuwstraat",,20-11-1974,NL-HlmNHA_1478_13446K,,NL-HlmNHA_1478_13446K00_17,42bd8343-2ec0-f897-2859-da934f82e2f8,NL-HlmNHA_1478_13446K00_17,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13446K00/"
5e64d80d-5fbd-ce44-aaec-00860149bf79,NL-HlmNHA_1478_19022K01,NL-HlmNHA_1478_19022K,01,K,"Kleinbeeld 1980",1980,"Portret heer Bauer voetbal NAS",84659,Voetbal,NHA012000021_V_0487,,,28-02-1980,NL-HlmNHA_1478_19022K,,NL-HlmNHA_1478_19022K01_34,ad35e7ee-abe7-e793-73ec-ba564bca7f10,NL-HlmNHA_1478_19022K01_34,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19022K01/"
6a50d31b-f7d2-2baa-c5ef-3e442723cf07,NL-HlmNHA_1478_00258K01,NL-HlmNHA_1478_00258K,01,K,"Kleinbeeld 1962",1962,"Prins ontvangt Gouveneur van Georgie",22953,"Koninklijke ontvangsten en Koninklijke bezoeken",NHA012000011_K_0286,,,30-03-1962,NL-HlmNHA_1478_00258K,,NL-HlmNHA_1478_00258K01_01,ee1dd2f7-9952-f21b-26b7-92547b30541a,NL-HlmNHA_1478_00258K01_01,"/VeleHanden Fotopersbureau De Boer/Pilot_batch/NL-HlmNHA_1478_00258K01/"
73ed7f0a-1543-0d73-3f47-28f0ba56184d,NL-HlmNHA_1478_03618K00,NL-HlmNHA_1478_03618K,00,K,"Kleinbeeld 1965",1965,"Vogeltentoonstelling Vleeshal",31930,Tentoonstellingen,NHA012000019_T_0153,,,04-11-1965,NL-HlmNHA_1478_03618K,,NL-HlmNHA_1478_03618K00_04,eac818ab-edc7-382d-9eb0-3513453ab135,NL-HlmNHA_1478_03618K00_04,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03618K00/"
2bb70c86-b302-0e65-3609-989a564caa3a,NL-HlmNHA_1478_01117K00,NL-HlmNHA_1478_01117K,00,K,"Kleinbeeld 1961",1961,"Haarlem - Hilversum - H.F.C.-kamp huld, Stormvogels - K.F.C.",22134,Voetbal,NHA012000021_V_0556,,,28-05-1961,NL-HlmNHA_1478_01117K,,NL-HlmNHA_1478_01117K00_17,e2e02acf-aee6-f1ee-49be-374a4bbfab00,NL-HlmNHA_1478_01117K00_17,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_01117K00/"
a5d737af-0eb0-c3d6-5c49-8ed2f4d060aa,NL-HlmNHA_1478_28638K01,NL-HlmNHA_1478_28638K,01,K,"Kleinbeeld 1988",1988,"Johan Zegstroo in slechte douche Badhoevedoerp",130712,Personen,NHA012000016_P_0147,Badhoevedorp,"Zegstroo, Johan",27-01-1988,NL-HlmNHA_1478_28638K,,NL-HlmNHA_1478_28638K01_27,0b30eb70-0f4d-3438-53be-5852f6245880,NL-HlmNHA_1478_28638K01_27,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_28638K01/"
df439e3e-7c3c-d545-84b7-203a734cfe56,NL-HlmNHA_1478_19952K01,NL-HlmNHA_1478_19952K,01,K,"Kleinbeeld 1980",1980,"Rituele schapenslachting Slachthuis Haarlem",88267,"Slachten en slachthuizen, slagerijen",NHA012000018_S_0082,Haarlem,,19-10-1980,NL-HlmNHA_1478_19952K,,NL-HlmNHA_1478_19952K01_04,76436005-fff6-b2b8-90b3-48110e9de843,NL-HlmNHA_1478_19952K01_04,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19952K01/"
9ce88b5b-7079-3c1f-41de-93c50a9c943a,NL-HlmNHA_1478_03303K00,NL-HlmNHA_1478_03303K,00,K,"Kleinbeeld 1965",1965,"Ineke van Eycken, dames wielrennen",30578,Wielrennen,NHA012000022_W_0247,,"Eycken, Ineke van",26-05-1965,NL-HlmNHA_1478_03303K,,NL-HlmNHA_1478_03303K00_07,b40031a7-b22a-d02b-6fa6-27224aa8e912,NL-HlmNHA_1478_03303K00_07,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03303K00/"
fbb3efd0-8fb1-d8f0-06cd-8f3f07994259,NL-HlmNHA_1478_01094K00,NL-HlmNHA_1478_01094K,00,K,"Kleinbeeld 1963",1963,"Geneesheer directeur van Meer en Bosch op TV in de rubriek Ziek zijn beter worden",25474|25475,Personen|Televisie,NHA012000016_P_0365|NHA012000019_T_0089,,,30-08-1963,NL-HlmNHA_1478_01094K,,NL-HlmNHA_1478_01094K00_29,ba74b191-abf9-85d8-1d0d-01b3101efe38,NL-HlmNHA_1478_01094K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_01094K00/"
9e5ae216-5e25-f621-92a8-d7a050f54b6a,NL-HlmNHA_1478_09084K00,NL-HlmNHA_1478_09084K,00,K,"Kleinbeeld 1971",1971,"Dr. Janus Anarch",47311,Portretten,NHA012000016_P_0693,,"Anarch, Janus",05-01-1971,NL-HlmNHA_1478_09084K,,NL-HlmNHA_1478_09084K00_11,2bf8e9e1-533c-90f6-6199-2aef3d842ccc,NL-HlmNHA_1478_09084K00_11,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09084K00/"
93e4a3e5-3fd9-ee70-a13b-90f6f741751b,NL-HlmNHA_1478_09084K00,NL-HlmNHA_1478_09084K,00,K,"Kleinbeeld 1971",1971,"Heer Eelman en Holleboom",47314,"Voetbal Haarlem",NHA012000021_V_0735,,,05-01-1971,NL-HlmNHA_1478_09084K,,NL-HlmNHA_1478_09084K00_33,b2419507-d8c6-0d52-f164-1db2d44519f5,NL-HlmNHA_1478_09084K00_33,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09084K00/"
55b8382e-da6b-de96-884f-81d3e28a5677,NL-HlmNHA_1478_26559K01,NL-HlmNHA_1478_26559K,01,K,"Kleinbeeld 1986",1986,"Jose Piovan manager Venezuela",120371,"Wereld kampioenschappen Honkbal 1986",NHA012000008_H_0415,,"Piovan, Jose",25-07-1986,NL-HlmNHA_1478_26559K,,NL-HlmNHA_1478_26559K01_18,e69e2aa7-56df-0a71-3ce8-b05c52fc122f,NL-HlmNHA_1478_26559K01_18,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26559K01/"
ed01e1fe-8562-3ac5-c184-ec67b157f824,NL-HlmNHA_1478_26559K01,NL-HlmNHA_1478_26559K,01,K,"Kleinbeeld 1986",1986,"Jesus Cartagena speler Venezuela",120370,"Wereld kampioenschappen Honkbal 1986",NHA012000008_H_0415,,"Cartagena, Jesus",25-07-1986,NL-HlmNHA_1478_26559K,,NL-HlmNHA_1478_26559K01_34,7505b882-be9c-95b6-690b-17743a57ef10,NL-HlmNHA_1478_26559K01_34,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26559K01/"
2a57bace-3253-c433-0323-a3eb8ca9fad0,NL-HlmNHA_1478_26125K00,NL-HlmNHA_1478_26125K,00,K,"Kleinbeeld 1986",1986,"Opening gebouw rijksgebouwendienst",118275,"Opening, openingen, in gebruik name",NHA012000015_O_0158,,,21-03-1986,NL-HlmNHA_1478_26125K,,NL-HlmNHA_1478_26125K00_36,ab8b4488-4f3a-a047-7af5-5c67c1d52c70,NL-HlmNHA_1478_26125K00_36,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_26125K00/"
2c0cbd4c-4817-1488-8f05-d2d6baa3a8d1,NL-HlmNHA_1478_17217K00,NL-HlmNHA_1478_17217K,00,K,"Kleinbeeld 1978",1978,"Portret Heer Munnikes IJmuiden",78108,Portretten,NHA012000016_P_0657,,,04-10-1978,NL-HlmNHA_1478_17217K,,NL-HlmNHA_1478_17217K00_30,f160c19a-ca63-6579-56a2-e252f6701662,NL-HlmNHA_1478_17217K00_30,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_17217K00/"
995af130-3c1b-401b-c0e8-0ad6952c7d2c,NL-HlmNHA_1478_07140K02,NL-HlmNHA_1478_07140K,02,K,"Kleinbeeld 1969",1969,"Portret Mons Zieges",41131,Geestelijken,NHA012000007_G_0227,,,20-05-1969,NL-HlmNHA_1478_07140K,,NL-HlmNHA_1478_07140K02_08,3c30927e-a9cc-7956-b1be-941d7fc3a593,NL-HlmNHA_1478_07140K02_08,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07140K02/"
