,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
21136,"{'fabriek': 0.04, 'brug': 0.07, 'woonwijk': 0.15, 'bouwplaats': 0.2, 'straat': 0.37}",straat,"['fabriek', 'brug', 'woonwijk', 'bouwplaats', 'straat']",NL-HlmNHA_1478_15163K00_06,76433,46441,0,0,2022-07-19 18:44:20,16668,straat,2022-07-28 16:36:18,3474,no_description_found,,
21137,"{'fabriek': 0.04, 'brug': 0.07, 'woonwijk': 0.15, 'bouwplaats': 0.2, 'straat': 0.37}",straat,"['fabriek', 'brug', 'woonwijk', 'bouwplaats', 'straat']",NL-HlmNHA_1478_15163K00_06,76433,46441,0,0,2022-07-20 12:57:21,21351,no_description_found,2022-07-28 16:36:18,3474,no_description_found,,
21360,"{'woonkamer': 0.03, 'tentoonstelling': 0.08, 'theater': 0.13, 'groepsportret': 0.21, 'uitreiking_huldiging': 0.29}",uitreiking_huldiging,"['woonkamer', 'tentoonstelling', 'theater', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_13451K00_04,76400,46408,0,0,2022-07-19 18:37:53,16668,groepsportret,2022-07-28 13:48:36,3474,no_description_found,,
21361,"{'woonkamer': 0.03, 'tentoonstelling': 0.08, 'theater': 0.13, 'groepsportret': 0.21, 'uitreiking_huldiging': 0.29}",uitreiking_huldiging,"['woonkamer', 'tentoonstelling', 'theater', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_13451K00_04,76400,46408,0,0,2022-07-21 11:43:17,21351,no_description_found,2022-07-28 13:48:36,3474,no_description_found,,
21732,"{'sport_overig': 0.05, 'uitreiking_huldiging': 0.07, 'ongeluk_brancard': 0.08, 'ziekenhuis': 0.19, 'groepsportret': 0.31}",groepsportret,"['sport_overig', 'uitreiking_huldiging', 'ongeluk_brancard', 'ziekenhuis', 'groepsportret']",NL-HlmNHA_1478_50021K00_11,76744,46752,0,0,2022-07-21 12:06:25,21351,no_description_found,2022-07-29 16:27:55,3474,no_description_found,,
21733,"{'sport_overig': 0.05, 'uitreiking_huldiging': 0.07, 'ongeluk_brancard': 0.08, 'ziekenhuis': 0.19, 'groepsportret': 0.31}",groepsportret,"['sport_overig', 'uitreiking_huldiging', 'ongeluk_brancard', 'ziekenhuis', 'groepsportret']",NL-HlmNHA_1478_50021K00_11,76744,46752,0,0,2022-07-21 13:49:30,22354,mensen_op_trap,2022-07-29 16:27:55,3474,no_description_found,,
21906,"{'portret': 0.02, 'sinterklaas': 0.05, 'woonkamer': 0.06, 'cafe': 0.08, 'klaslokaal': 0.52}",klaslokaal,"['portret', 'sinterklaas', 'woonkamer', 'cafe', 'klaslokaal']",NL-HlmNHA_1478_48405K00_14,76677,46685,1,0,2022-07-20 19:09:19,13212,no_description_found,2022-07-29 11:46:59,3474,no_description_found,,
21907,"{'portret': 0.02, 'sinterklaas': 0.05, 'woonkamer': 0.06, 'cafe': 0.08, 'klaslokaal': 0.52}",klaslokaal,"['portret', 'sinterklaas', 'woonkamer', 'cafe', 'klaslokaal']",NL-HlmNHA_1478_48405K00_14,76677,46685,1,0,2022-07-21 11:52:30,21351,no_description_found,2022-07-29 11:46:59,3474,no_description_found,,
21928,"{'portret': 0.06, 'bouwplaats': 0.06, 'volleybal': 0.07, 'markt': 0.09, 'vogels': 0.29}",vogels,"['portret', 'bouwplaats', 'volleybal', 'markt', 'vogels']",NL-HlmNHA_1478_49730K00_40,76736,46744,0,0,2022-07-21 11:58:34,21351,no_description_found,2022-07-29 12:00:16,3474,no_description_found,,
21929,"{'portret': 0.06, 'bouwplaats': 0.06, 'volleybal': 0.07, 'markt': 0.09, 'vogels': 0.29}",vogels,"['portret', 'bouwplaats', 'volleybal', 'markt', 'vogels']",NL-HlmNHA_1478_49730K00_40,76736,46744,0,0,2022-07-21 12:17:15,10391,no_description_found,2022-07-29 12:00:16,3474,no_description_found,,
21950,"{'tentoonstelling': 0.07, 'bos_park': 0.07, 'strand': 0.12, 'akker': 0.13, 'bouwplaats': 0.16}",bouwplaats,"['tentoonstelling', 'bos_park', 'strand', 'akker', 'bouwplaats']",NL-HlmNHA_1478_49585K00_13,76726,46734,0,0,2022-07-21 07:24:05,16668,windmolen,2022-07-29 11:57:38,3474,no_description_found,,
21951,"{'tentoonstelling': 0.07, 'bos_park': 0.07, 'strand': 0.12, 'akker': 0.13, 'bouwplaats': 0.16}",bouwplaats,"['tentoonstelling', 'bos_park', 'strand', 'akker', 'bouwplaats']",NL-HlmNHA_1478_49585K00_13,76726,46734,0,0,2022-07-21 11:45:07,21351,no_description_found,2022-07-29 11:57:38,3474,no_description_found,,
22018,"{'vergaderruimte': 0.06, 'portret': 0.06, 'cafe': 0.07, 'groepsportret': 0.2, 'uitreiking_huldiging': 0.45}",uitreiking_huldiging,"['vergaderruimte', 'portret', 'cafe', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_49463K00_04,76721,46729,0,0,2022-07-21 07:22:54,16668,groepsportret,2022-07-29 11:56:06,3474,no_description_found,,
22019,"{'vergaderruimte': 0.06, 'portret': 0.06, 'cafe': 0.07, 'groepsportret': 0.2, 'uitreiking_huldiging': 0.45}",uitreiking_huldiging,"['vergaderruimte', 'portret', 'cafe', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_49463K00_04,76721,46729,0,0,2022-07-21 11:56:26,21351,no_description_found,2022-07-29 11:56:06,3474,no_description_found,,
22028,"{'aula': 0.04, 'theater': 0.04, 'klaslokaal': 0.1, 'schaken_dammen': 0.14, 'muziek_optreden': 0.52}",muziek_optreden,"['aula', 'theater', 'klaslokaal', 'schaken_dammen', 'muziek_optreden']",NL-HlmNHA_1478_51938K00_36,76803,46811,0,0,2022-07-21 12:23:48,21351,no_description_found,2022-07-29 18:07:26,21510,no_description_found,Dia avond.,21510.0
22029,"{'aula': 0.04, 'theater': 0.04, 'klaslokaal': 0.1, 'schaken_dammen': 0.14, 'muziek_optreden': 0.52}",muziek_optreden,"['aula', 'theater', 'klaslokaal', 'schaken_dammen', 'muziek_optreden']",NL-HlmNHA_1478_51938K00_36,76803,46811,0,0,2022-07-21 13:57:08,22354,klaslokaal,2022-07-29 18:07:26,21510,no_description_found,Dia avond.,21510.0
22146,"{'dieren_overig': 0.02, 'sport_overig': 0.02, 'tentoonstelling': 0.03, 'portret': 0.07, 'kunstwerk': 0.7000000000000001}",kunstwerk,"['dieren_overig', 'sport_overig', 'tentoonstelling', 'portret', 'kunstwerk']",NL-HlmNHA_1478_50097K00_35,77187,47195,2,0,2022-07-22 22:21:31,23336,no_description_found,2022-07-31 12:12:10,21510,no_description_found,,
22147,"{'dieren_overig': 0.02, 'sport_overig': 0.02, 'tentoonstelling': 0.03, 'portret': 0.07, 'kunstwerk': 0.7000000000000001}",kunstwerk,"['dieren_overig', 'sport_overig', 'tentoonstelling', 'portret', 'kunstwerk']",NL-HlmNHA_1478_50097K00_35,77187,47195,2,0,2022-07-23 09:42:50,21684,no_description_found,2022-07-31 12:12:10,21510,no_description_found,,
22480,"{'standbeeld': 0.05, 'mensen_op_een_boot': 0.06, 'dieren_overig': 0.06, 'kunstwerk': 0.15, 'bouwplaats': 0.2}",bouwplaats,"['standbeeld', 'mensen_op_een_boot', 'dieren_overig', 'kunstwerk', 'bouwplaats']",NL-HlmNHA_1478_40654K00_39,77168,47176,1,0,2022-07-22 19:01:09,16668,visserij,2022-07-31 11:55:50,21510,no_description_found,,
22481,"{'standbeeld': 0.05, 'mensen_op_een_boot': 0.06, 'dieren_overig': 0.06, 'kunstwerk': 0.15, 'bouwplaats': 0.2}",bouwplaats,"['standbeeld', 'mensen_op_een_boot', 'dieren_overig', 'kunstwerk', 'bouwplaats']",NL-HlmNHA_1478_40654K00_39,77168,47176,1,0,2022-07-22 22:18:49,23336,buiten,2022-07-31 11:55:50,21510,no_description_found,,
22942,"{'gebouw': 0.05, 'tentoonstelling': 0.08, 'kunstwerk': 0.1, 'auto': 0.16, 'borden_gevelsteen': 0.2}",borden_gevelsteen,"['gebouw', 'tentoonstelling', 'kunstwerk', 'auto', 'borden_gevelsteen']",NL-HlmNHA_1478_24820K00_12,82492,52500,2,0,2022-07-22 18:44:29,148,no_description_found,2022-07-31 13:24:24,21510,no_description_found,Postbus,21510.0
22943,"{'gebouw': 0.05, 'tentoonstelling': 0.08, 'kunstwerk': 0.1, 'auto': 0.16, 'borden_gevelsteen': 0.2}",borden_gevelsteen,"['gebouw', 'tentoonstelling', 'kunstwerk', 'auto', 'borden_gevelsteen']",NL-HlmNHA_1478_24820K00_12,82492,52500,2,0,2022-07-22 22:28:02,23336,buiten,2022-07-31 13:24:24,21510,no_description_found,Postbus,21510.0
23090,"{'optocht': 0.02, 'akker': 0.02, 'visserij': 0.03, 'fabriek': 0.04, 'bouwplaats': 0.79}",bouwplaats,"['optocht', 'akker', 'visserij', 'fabriek', 'bouwplaats']",NL-HlmNHA_1478_02167K00_31,77230,47238,0,0,2022-07-23 10:18:05,21684,fabriek,2022-07-31 15:23:22,21510,no_description_found,opslagplaats.,21510.0
23091,"{'optocht': 0.02, 'akker': 0.02, 'visserij': 0.03, 'fabriek': 0.04, 'bouwplaats': 0.79}",bouwplaats,"['optocht', 'akker', 'visserij', 'fabriek', 'bouwplaats']",NL-HlmNHA_1478_02167K00_31,77230,47238,0,0,2022-07-23 12:13:11,21351,no_description_found,2022-07-31 15:23:22,21510,no_description_found,opslagplaats.,21510.0
23114,"{'straat': 0.07, 'groepsportret': 0.08, 'ontvangst_afscheid': 0.08, 'uitreiking_huldiging': 0.25, 'portret': 0.31}",portret,"['straat', 'groepsportret', 'ontvangst_afscheid', 'uitreiking_huldiging', 'portret']",NL-HlmNHA_1478_03429K00_06,77267,47275,0,0,2022-07-23 10:40:00,21684,uitreiking_huldiging,2022-07-31 16:29:31,13945,no_description_found,,
23115,"{'straat': 0.07, 'groepsportret': 0.08, 'ontvangst_afscheid': 0.08, 'uitreiking_huldiging': 0.25, 'portret': 0.31}",portret,"['straat', 'groepsportret', 'ontvangst_afscheid', 'uitreiking_huldiging', 'portret']",NL-HlmNHA_1478_03429K00_06,77267,47275,0,0,2022-07-23 12:03:52,21351,no_description_found,2022-07-31 16:29:31,13945,no_description_found,,
23134,"{'dieren_overig': 0.02, 'voetbal_team': 0.11, 'speeltuin': 0.19, 'groepsportret': 0.27, 'voetbal': 0.32}",voetbal,"['dieren_overig', 'voetbal_team', 'speeltuin', 'groepsportret', 'voetbal']",NL-HlmNHA_1478_03251K00_12,77262,47270,0,0,2022-07-23 10:38:09,21684,no_description_found,2022-07-31 16:28:01,13945,no_description_found,,
23135,"{'dieren_overig': 0.02, 'voetbal_team': 0.11, 'speeltuin': 0.19, 'groepsportret': 0.27, 'voetbal': 0.32}",voetbal,"['dieren_overig', 'voetbal_team', 'speeltuin', 'groepsportret', 'voetbal']",NL-HlmNHA_1478_03251K00_12,77262,47270,0,0,2022-07-23 12:12:15,21351,no_description_found,2022-07-31 16:28:01,13945,no_description_found,,
23146,"{'konijn': 0.03, 'kunstwerk': 0.04, 'opgraving': 0.06, 'vogels': 0.18, 'dieren_overig': 0.54}",dieren_overig,"['konijn', 'kunstwerk', 'opgraving', 'vogels', 'dieren_overig']",NL-HlmNHA_1478_05213K00_02,77295,47303,1,0,2022-07-23 12:22:44,21351,no_description_found,2022-07-31 16:33:54,13945,no_description_found,,
23147,"{'konijn': 0.03, 'kunstwerk': 0.04, 'opgraving': 0.06, 'vogels': 0.18, 'dieren_overig': 0.54}",dieren_overig,"['konijn', 'kunstwerk', 'opgraving', 'vogels', 'dieren_overig']",NL-HlmNHA_1478_05213K00_02,77295,47303,1,0,2022-07-23 19:25:50,12889,dieren_overig,2022-07-31 16:33:54,13945,no_description_found,,
23188,"{'muziek_optreden': 0.04, 'theater': 0.05, 'dieren_overig': 0.06, 'kunstwerk': 0.17, 'straat': 0.21}",straat,"['muziek_optreden', 'theater', 'dieren_overig', 'kunstwerk', 'straat']",NL-HlmNHA_1478_05135K00_30,77293,47301,1,1,2022-07-23 19:27:21,12889,straat,2022-07-31 16:33:31,13945,no_description_found,,
23189,"{'muziek_optreden': 0.04, 'theater': 0.05, 'dieren_overig': 0.06, 'kunstwerk': 0.17, 'straat': 0.21}",straat,"['muziek_optreden', 'theater', 'dieren_overig', 'kunstwerk', 'straat']",NL-HlmNHA_1478_05135K00_30,77293,47301,1,1,2022-07-23 20:35:00,552,no_description_found,2022-07-31 16:33:31,13945,no_description_found,,
23328,"{'fabriek': 0.08, 'ziekenhuis': 0.09, 'tentoonstelling': 0.09, 'portret': 0.15, 'keuken': 0.18}",keuken,"['fabriek', 'ziekenhuis', 'tentoonstelling', 'portret', 'keuken']",NL-HlmNHA_1478_05406K00_13,77299,47307,1,0,2022-07-23 12:23:37,21351,no_description_found,2022-07-31 16:34:52,13945,no_description_found,,
23329,"{'fabriek': 0.08, 'ziekenhuis': 0.09, 'tentoonstelling': 0.09, 'portret': 0.15, 'keuken': 0.18}",keuken,"['fabriek', 'ziekenhuis', 'tentoonstelling', 'portret', 'keuken']",NL-HlmNHA_1478_05406K00_13,77299,47307,1,0,2022-07-23 18:53:46,23336,keuken,2022-07-31 16:34:52,13945,no_description_found,,
23384,"{'speech': 0.04, 'klaslokaal': 0.04, 'tentoonstelling': 0.05, 'borden_gevelsteen': 0.08, 'demonstratie': 0.55}",demonstratie,"['speech', 'klaslokaal', 'tentoonstelling', 'borden_gevelsteen', 'demonstratie']",NL-HlmNHA_1478_08235K00_03,77387,47395,0,0,2022-07-23 18:56:34,16668,groepsportret,2022-07-31 20:35:12,9600,no_description_found,,
23385,"{'speech': 0.04, 'klaslokaal': 0.04, 'tentoonstelling': 0.05, 'borden_gevelsteen': 0.08, 'demonstratie': 0.55}",demonstratie,"['speech', 'klaslokaal', 'tentoonstelling', 'borden_gevelsteen', 'demonstratie']",NL-HlmNHA_1478_08235K00_03,77387,47395,0,0,2022-07-23 19:25:07,12889,no_description_found,2022-07-31 20:35:12,9600,no_description_found,,
23418,"{'schaatsen': 0.03, 'dansende_mensen': 0.04, 'voetbal': 0.1, 'kade': 0.22, 'muziek_optreden': 0.43}",muziek_optreden,"['schaatsen', 'dansende_mensen', 'voetbal', 'kade', 'muziek_optreden']",NL-HlmNHA_1478_05754K00_24,77313,47321,0,0,2022-07-23 12:25:52,21351,no_description_found,2022-07-31 16:37:00,13945,no_description_found,,
23419,"{'schaatsen': 0.03, 'dansende_mensen': 0.04, 'voetbal': 0.1, 'kade': 0.22, 'muziek_optreden': 0.43}",muziek_optreden,"['schaatsen', 'dansende_mensen', 'voetbal', 'kade', 'muziek_optreden']",NL-HlmNHA_1478_05754K00_24,77313,47321,0,0,2022-07-23 15:41:09,2676,no_description_found,2022-07-31 16:37:00,13945,no_description_found,,
23536,"{'maquette': 0.04, 'herdenking': 0.05, 'gymnastiek': 0.05, 'kunstwerk': 0.16, 'portret': 0.31}",portret,"['maquette', 'herdenking', 'gymnastiek', 'kunstwerk', 'portret']",NL-HlmNHA_1478_10235K00_30,77455,47463,0,0,2022-07-23 20:46:57,552,kunstwerk,2022-07-31 21:01:07,9600,no_description_found,,
23537,"{'maquette': 0.04, 'herdenking': 0.05, 'gymnastiek': 0.05, 'kunstwerk': 0.16, 'portret': 0.31}",portret,"['maquette', 'herdenking', 'gymnastiek', 'kunstwerk', 'portret']",NL-HlmNHA_1478_10235K00_30,77455,47463,0,0,2022-07-24 07:24:52,21684,no_description_found,2022-07-31 21:01:07,9600,no_description_found,,
23566,"{'herdenking': 0.06, 'bloemen': 0.07, 'borden_gevelsteen': 0.07, 'bos_park': 0.11, 'kunstwerk': 0.32}",kunstwerk,"['herdenking', 'bloemen', 'borden_gevelsteen', 'bos_park', 'kunstwerk']",NL-HlmNHA_1478_06012K00_03,77325,47333,0,0,2022-07-23 12:29:04,21351,no_description_found,2022-08-01 13:01:48,13945,no_description_found,,
23567,"{'herdenking': 0.06, 'bloemen': 0.07, 'borden_gevelsteen': 0.07, 'bos_park': 0.11, 'kunstwerk': 0.32}",kunstwerk,"['herdenking', 'bloemen', 'borden_gevelsteen', 'bos_park', 'kunstwerk']",NL-HlmNHA_1478_06012K00_03,77325,47333,0,0,2022-07-23 18:42:06,16668,bloemen,2022-08-01 13:01:48,13945,no_description_found,,
23590,"{'kerk_binnen': 0.05, 'brand': 0.07, 'theater': 0.08, 'bouwplaats': 0.09, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['kerk_binnen', 'brand', 'theater', 'bouwplaats', 'borden_gevelsteen']",NL-HlmNHA_1478_06570K00_19,77339,47347,0,0,2022-07-23 18:48:54,16668,bouwplaats,2022-07-31 17:06:47,695,no_description_found,,
23591,"{'kerk_binnen': 0.05, 'brand': 0.07, 'theater': 0.08, 'bouwplaats': 0.09, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['kerk_binnen', 'brand', 'theater', 'bouwplaats', 'borden_gevelsteen']",NL-HlmNHA_1478_06570K00_19,77339,47347,0,0,2022-07-23 20:28:48,552,no_description_found,2022-07-31 17:06:47,695,no_description_found,,
23684,"{'tentoonstelling': 0.06, 'fabriek': 0.08, 'keuken': 0.09, 'bouwplaats': 0.09, 'ziekenhuis': 0.2}",ziekenhuis,"['tentoonstelling', 'fabriek', 'keuken', 'bouwplaats', 'ziekenhuis']",NL-HlmNHA_1478_09169K00_36,82623,52631,1,0,2022-07-24 20:00:06,10357,no_description_found,2022-08-01 20:02:58,21510,no_description_found,Man in een urinoir.,21510.0
23685,"{'tentoonstelling': 0.06, 'fabriek': 0.08, 'keuken': 0.09, 'bouwplaats': 0.09, 'ziekenhuis': 0.2}",ziekenhuis,"['tentoonstelling', 'fabriek', 'keuken', 'bouwplaats', 'ziekenhuis']",NL-HlmNHA_1478_09169K00_36,82623,52631,1,0,2022-07-25 14:22:17,21684,no_description_found,2022-08-01 20:02:58,21510,no_description_found,Man in een urinoir.,21510.0
23830,"{'cafe': 0.04, 'etende_mensen': 0.06, 'muziek_optreden': 0.08, 'vergaderruimte': 0.21, 'klaslokaal': 0.42}",klaslokaal,"['cafe', 'etende_mensen', 'muziek_optreden', 'vergaderruimte', 'klaslokaal']",NL-HlmNHA_1478_06946K00_07,77358,47366,0,0,2022-07-23 18:52:04,16668,klaslokaal,2022-07-31 17:13:08,695,no_description_found,,
23831,"{'cafe': 0.04, 'etende_mensen': 0.06, 'muziek_optreden': 0.08, 'vergaderruimte': 0.21, 'klaslokaal': 0.42}",klaslokaal,"['cafe', 'etende_mensen', 'muziek_optreden', 'vergaderruimte', 'klaslokaal']",NL-HlmNHA_1478_06946K00_07,77358,47366,0,0,2022-07-23 19:23:42,12889,no_description_found,2022-07-31 17:13:08,695,no_description_found,,
24024,"{'gymnastiek': 0.05, 'standbeeld': 0.07, 'strand': 0.08, 'borden_gevelsteen': 0.1, 'theater': 0.11}",theater,"['gymnastiek', 'standbeeld', 'strand', 'borden_gevelsteen', 'theater']",NL-HlmNHA_1478_30773K02_03,77585,47593,1,0,2022-07-24 18:58:19,10357,no_description_found,2022-08-01 13:12:35,13945,no_description_found,,
24025,"{'gymnastiek': 0.05, 'standbeeld': 0.07, 'strand': 0.08, 'borden_gevelsteen': 0.1, 'theater': 0.11}",theater,"['gymnastiek', 'standbeeld', 'strand', 'borden_gevelsteen', 'theater']",NL-HlmNHA_1478_30773K02_03,77585,47593,1,0,2022-07-24 19:30:21,22354,gebouw,2022-08-01 13:12:35,13945,no_description_found,,
24266,"{'plattegrond': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.05, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.72}",borden_gevelsteen,"['plattegrond', 'kunstwerk', 'bibliotheek_boekwinkel', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_28869K00_39,77772,47780,1,0,2022-07-25 15:47:17,16679,no_description_found,2022-08-02 13:04:04,13945,no_description_found,Afbeelding van een spaarbankboekje uit 1933,16679.0
24267,"{'plattegrond': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.05, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.72}",borden_gevelsteen,"['plattegrond', 'kunstwerk', 'bibliotheek_boekwinkel', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_28869K00_39,77772,47780,1,0,2022-07-25 15:47:17,16679,no_description_found,2022-08-02 13:04:04,13945,no_description_found,Spaarbankboekje,13212.0
24268,"{'plattegrond': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.05, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.72}",borden_gevelsteen,"['plattegrond', 'kunstwerk', 'bibliotheek_boekwinkel', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_28869K00_39,77772,47780,1,0,2022-07-25 17:37:31,13212,no_description_found,2022-08-02 13:04:04,13945,no_description_found,Afbeelding van een spaarbankboekje uit 1933,16679.0
24269,"{'plattegrond': 0.04, 'kunstwerk': 0.05, 'bibliotheek_boekwinkel': 0.05, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.72}",borden_gevelsteen,"['plattegrond', 'kunstwerk', 'bibliotheek_boekwinkel', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_28869K00_39,77772,47780,1,0,2022-07-25 17:37:31,13212,no_description_found,2022-08-02 13:04:04,13945,no_description_found,Spaarbankboekje,13212.0
24484,"{'mensenmassa': 0.05, 'scheepswerf': 0.05, 'optocht': 0.08, 'haven': 0.2, 'sport_overig': 0.21}",sport_overig,"['mensenmassa', 'scheepswerf', 'optocht', 'haven', 'sport_overig']",NL-HlmNHA_1478_21107K00_04,82676,52684,0,0,2022-07-26 16:57:09,22162,no_description_found,2022-07-26 17:08:04,1,no_description_found,,
24485,"{'mensenmassa': 0.05, 'scheepswerf': 0.05, 'optocht': 0.08, 'haven': 0.2, 'sport_overig': 0.21}",sport_overig,"['mensenmassa', 'scheepswerf', 'optocht', 'haven', 'sport_overig']",NL-HlmNHA_1478_21107K00_04,82676,52684,0,0,2022-07-26 17:08:04,21684,no_description_found,2022-07-26 17:08:04,1,no_description_found,,
24558,"{'maquette': 0.05, 'voetbal': 0.07, 'sport_overig': 0.07, 'theater': 0.1, 'straat': 0.1}",straat,"['maquette', 'voetbal', 'sport_overig', 'theater', 'straat']",NL-HlmNHA_1478_20891K00_09,77664,47672,1,0,2022-07-25 10:49:54,22769,no_description_found,2022-08-01 21:21:28,21510,no_description_found,,
24559,"{'maquette': 0.05, 'voetbal': 0.07, 'sport_overig': 0.07, 'theater': 0.1, 'straat': 0.1}",straat,"['maquette', 'voetbal', 'sport_overig', 'theater', 'straat']",NL-HlmNHA_1478_20891K00_09,77664,47672,1,0,2022-07-25 14:27:47,21684,no_description_found,2022-08-01 21:21:28,21510,no_description_found,,
24808,"{'bos_park': 0.02, 'woonwijk': 0.04, 'fabriek': 0.1, 'straat': 0.22, 'bouwplaats': 0.37}",bouwplaats,"['bos_park', 'woonwijk', 'fabriek', 'straat', 'bouwplaats']",NL-HlmNHA_1478_50853K00_05,77976,47984,0,0,2022-07-26 11:34:14,21351,no_description_found,2022-07-26 14:51:20,1,no_description_found,,
24809,"{'bos_park': 0.02, 'woonwijk': 0.04, 'fabriek': 0.1, 'straat': 0.22, 'bouwplaats': 0.37}",bouwplaats,"['bos_park', 'woonwijk', 'fabriek', 'straat', 'bouwplaats']",NL-HlmNHA_1478_50853K00_05,77976,47984,0,0,2022-07-26 14:51:20,18611,no_description_found,2022-07-26 14:51:20,1,no_description_found,,
24848,"{'dansende_mensen': 0.03, 'uitreiking_huldiging': 0.07, 'schaken_dammen': 0.14, 'woonkamer': 0.25, 'portret': 0.36}",portret,"['dansende_mensen', 'uitreiking_huldiging', 'schaken_dammen', 'woonkamer', 'portret']",NL-HlmNHA_1478_51583K01_20,77992,48000,1,0,2022-07-26 11:55:43,21351,no_description_found,2022-07-26 16:46:12,1,no_description_found,,
24849,"{'dansende_mensen': 0.03, 'uitreiking_huldiging': 0.07, 'schaken_dammen': 0.14, 'woonkamer': 0.25, 'portret': 0.36}",portret,"['dansende_mensen', 'uitreiking_huldiging', 'schaken_dammen', 'woonkamer', 'portret']",NL-HlmNHA_1478_51583K01_20,77992,48000,1,0,2022-07-26 16:46:12,21684,no_description_found,2022-07-26 16:46:12,1,no_description_found,,
24888,"{'speech': 0.05, 'muziek_optreden': 0.05, 'portret': 0.13, 'dansende_mensen': 0.22, 'mensenmassa': 0.29}",mensenmassa,"['speech', 'muziek_optreden', 'portret', 'dansende_mensen', 'mensenmassa']",NL-HlmNHA_1478_49951K02_03,77949,47957,0,0,2022-07-26 11:28:55,21351,no_description_found,2022-07-26 14:07:21,1,no_description_found,,
24889,"{'speech': 0.05, 'muziek_optreden': 0.05, 'portret': 0.13, 'dansende_mensen': 0.22, 'mensenmassa': 0.29}",mensenmassa,"['speech', 'muziek_optreden', 'portret', 'dansende_mensen', 'mensenmassa']",NL-HlmNHA_1478_49951K02_03,77949,47957,0,0,2022-07-26 14:07:20,9197,no_description_found,2022-07-26 14:07:21,1,no_description_found,,
25016,"{'groepsportret': 0.01, 'kunstwerk': 0.02, 'demonstratie': 0.02, 'plattegrond': 0.05, 'borden_gevelsteen': 0.86}",borden_gevelsteen,"['groepsportret', 'kunstwerk', 'demonstratie', 'plattegrond', 'borden_gevelsteen']",NL-HlmNHA_1478_49650K00_24,77936,47944,0,0,2022-07-25 19:47:42,13212,no_description_found,2022-08-02 14:45:46,21510,no_description_found,vrijlatingsbewijs kamp Amersfoort,13212.0
25017,"{'groepsportret': 0.01, 'kunstwerk': 0.02, 'demonstratie': 0.02, 'plattegrond': 0.05, 'borden_gevelsteen': 0.86}",borden_gevelsteen,"['groepsportret', 'kunstwerk', 'demonstratie', 'plattegrond', 'borden_gevelsteen']",NL-HlmNHA_1478_49650K00_24,77936,47944,0,0,2022-07-25 19:47:42,13212,no_description_found,2022-08-02 14:45:46,21510,no_description_found,Duitse ontslagbrief.,21510.0
25018,"{'groepsportret': 0.01, 'kunstwerk': 0.02, 'demonstratie': 0.02, 'plattegrond': 0.05, 'borden_gevelsteen': 0.86}",borden_gevelsteen,"['groepsportret', 'kunstwerk', 'demonstratie', 'plattegrond', 'borden_gevelsteen']",NL-HlmNHA_1478_49650K00_24,77936,47944,0,0,2022-07-26 10:57:56,21351,no_description_found,2022-08-02 14:45:46,21510,no_description_found,vrijlatingsbewijs kamp Amersfoort,13212.0
25019,"{'groepsportret': 0.01, 'kunstwerk': 0.02, 'demonstratie': 0.02, 'plattegrond': 0.05, 'borden_gevelsteen': 0.86}",borden_gevelsteen,"['groepsportret', 'kunstwerk', 'demonstratie', 'plattegrond', 'borden_gevelsteen']",NL-HlmNHA_1478_49650K00_24,77936,47944,0,0,2022-07-26 10:57:56,21351,no_description_found,2022-08-02 14:45:46,21510,no_description_found,Duitse ontslagbrief.,21510.0
25344,"{'huisje': 0.04, 'markt': 0.08, 'strand': 0.14, 'straat': 0.2, 'gebouw': 0.21}",gebouw,"['huisje', 'markt', 'strand', 'straat', 'gebouw']",NL-HlmNHA_1478_45356K00_36,78357,48365,1,0,2022-07-27 18:50:19,13212,gebouw,2022-08-03 16:22:23,13945,no_description_found,,
25345,"{'huisje': 0.04, 'markt': 0.08, 'strand': 0.14, 'straat': 0.2, 'gebouw': 0.21}",gebouw,"['huisje', 'markt', 'strand', 'straat', 'gebouw']",NL-HlmNHA_1478_45356K00_36,78357,48365,1,0,2022-07-30 11:51:53,21684,no_description_found,2022-08-03 16:22:23,13945,no_description_found,,
